rank,model_id,family,symbol,timeframe,side,lookback_bars,threshold,exit_threshold,min_hold_bars,cooldown_bars,filter_label,feature_backed,feature_train_coverage,feature_validation_coverage,feature_locked_oos_coverage,max_asof_feature_age_hours,leverage,allocation_fraction,notional_fraction,train_return,validation_return,locked_oos_return,train_mdd,validation_mdd,locked_oos_mdd,train_sharpe,validation_sharpe,locked_oos_sharpe,train_trade_event_count,validation_trade_event_count,locked_oos_trade_event_count,train_exposure_bar_count,validation_exposure_bar_count,locked_oos_exposure_bar_count,train_validation_return_ratio,train_minus_validation_return,train_return_per_turnover_proxy_bps,validation_return_per_turnover_proxy_bps,locked_oos_return_per_turnover_proxy_bps,train_dominant_sample_gate_pass,execution_efficiency_proxy_gate_pass,primary_10bps_promotion_gate_pass,paper_candidate_gate_pass,decision,ready_for_paper,ready_for_real,real_money_execution,replay_live_notional_parity,locked_oos_liquidation_count,locked_oos_account_wipeout_count,rejection_reasons
354,a30fb_voladj_trend_4h_solusdt_lb24_z1p0_hold12_cool2_low_vol_q70_3p0x_0p1_2e1a5102,volatility_adjusted_trend_persistence,SOLUSDT,4h,long_short,24,1.0,0.25,12,2,low_vol_q70,False,,,,,3.0,0.1,0.30000000000000004,0.10564387168891409,0.04697987284937177,0.019165384702255484,0.10609340448010918,0.11931602452150136,0.02858781616346473,0.7098052638267995,1.3367254478835051,1.3267078045965621,121,36,19,972,280,141,2.2487049300374338,0.05866399883954232,29.102994955623714,43.49988226793682,33.62348193378154,False,True,False,False,no_promotion_shadow_or_reject,False,False,False,"{""live_notional_fraction"": 0.30000000000000004, ""parity"": true, ""recorded"": true, ""replay_notional_fraction"": 0.30000000000000004, ""sizing_mode"": ""notional_fraction_equals_leverage_times_allocation_fraction""}",0,0,locked_oos_trade_event_count_19_below_20
355,a30fb_voladj_trend_4h_bnbusdt_lb12_z2p0_hold4_cool2_low_vol_q70_3p0x_0p15_ec826339,volatility_adjusted_trend_persistence,BNBUSDT,4h,long_short,12,2.0,0.25,4,2,low_vol_q70,False,,,,,3.0,0.15,0.44999999999999996,0.0889988737002041,0.04168801277105727,0.014828249322150988,0.06049829863935263,0.0728494643401233,0.011625445409946922,1.0720418698653682,1.4297219694023202,2.0020581250159686,110,32,11,382,111,45,2.13487925627372,0.047310860929146825,17.979570444485677,28.950008868789773,29.956059236668665,False,True,False,False,no_promotion_shadow_or_reject,False,False,False,"{""live_notional_fraction"": 0.44999999999999996, ""parity"": true, ""recorded"": true, ""replay_notional_fraction"": 0.44999999999999996, ""sizing_mode"": ""notional_fraction_equals_leverage_times_allocation_fraction""}",0,0,locked_oos_trade_event_count_11_below_20
364,a30fb_donchian_atr_4h_solusdt_lb24_atr0p5_hold8_3p0x_0p1_ceb2bdc0,donchian_atr_volatility_breakout,SOLUSDT,4h,long_short,24,0.5,0.0,8,2,btc_regime_mid_exit,False,,,,,3.0,0.1,0.30000000000000004,0.041521270810103594,0.044946304866345654,0.010035287918122027,0.08942712275827558,0.09028585702755432,0.036128512306060956,0.3242981374427389,1.4424076284006186,0.9341073000214691,82,14,9,813,166,105,0.9237972049887773,-0.00342503405624206,16.878565369960807,107.01501158653726,37.16773303008158,False,True,False,False,no_promotion_shadow_or_reject,False,False,False,"{""live_notional_fraction"": 0.30000000000000004, ""parity"": true, ""recorded"": true, ""replay_notional_fraction"": 0.30000000000000004, ""sizing_mode"": ""notional_fraction_equals_leverage_times_allocation_fraction""}",0,0,validation_trade_event_count_14_below_30;locked_oos_trade_event_count_9_below_20;train_return_below_validation_return;train_validation_return_ratio_0.9238_below_1.00
365,a30fb_donchian_atr_4h_solusdt_lb24_atr0p5_hold8_2p0x_0p15_4262b2e4,donchian_atr_volatility_breakout,SOLUSDT,4h,long_short,24,0.5,0.0,8,2,btc_regime_mid_exit,False,,,,,2.0,0.15,0.3,0.04152127081010293,0.044946304866345654,0.010035287918121805,0.08942712275827525,0.09028585702755432,0.036128512306060956,0.32429813744273916,1.4424076284006195,0.9341073000214685,82,14,9,813,166,105,0.9237972049887625,-0.003425034056242726,16.878565369960544,107.01501158653727,37.16773303008076,False,True,False,False,no_promotion_shadow_or_reject,False,False,False,"{""live_notional_fraction"": 0.3, ""parity"": true, ""recorded"": true, ""replay_notional_fraction"": 0.3, ""sizing_mode"": ""notional_fraction_equals_leverage_times_allocation_fraction""}",0,0,validation_trade_event_count_14_below_30;locked_oos_trade_event_count_9_below_20;train_return_below_validation_return;train_validation_return_ratio_0.9238_below_1.00
378,a30fb_voladj_trend_4h_bnbusdt_lb12_z2p0_hold4_cool0_low_vol_q70_3p0x_0p15_98b5a9e1,volatility_adjusted_trend_persistence,BNBUSDT,4h,long_short,12,2.0,0.25,4,0,low_vol_q70,False,,,,,3.0,0.15,0.44999999999999996,0.07240709397871248,0.04168801277105727,0.016612508800623482,0.07481236787615286,0.0728494643401233,0.011625445409946922,0.8820654374476006,1.4297219694023202,2.2323335317323645,112,32,11,386,111,46,1.7368804403404554,0.030719081207655208,14.366486900538192,28.950008868789773,33.560623839643405,False,True,False,False,no_promotion_shadow_or_reject,False,False,False,"{""live_notional_fraction"": 0.44999999999999996, ""parity"": true, ""recorded"": true, ""replay_notional_fraction"": 0.44999999999999996, ""sizing_mode"": ""notional_fraction_equals_leverage_times_allocation_fraction""}",0,0,locked_oos_trade_event_count_11_below_20
404,a30fb_voladj_trend_4h_solusdt_lb24_z1p0_hold12_cool0_low_vol_q70_2p0x_0p15_f1947726,volatility_adjusted_trend_persistence,SOLUSDT,4h,long_short,24,1.0,0.25,12,0,low_vol_q70,False,,,,,2.0,0.15,0.3,0.11075263801255386,0.04316427870045225,0.0207753229167138,0.10717208143162549,0.11931602452150114,0.02858781616346473,0.7371206690466667,1.2342333980517188,1.4340759789348971,121,36,19,976,280,141,2.5658401193529836,0.06758835931210161,30.510368598499692,39.966924722640975,36.44793494160316,False,True,False,False,no_promotion_shadow_or_reject,False,False,False,"{""live_notional_fraction"": 0.3, ""parity"": true, ""recorded"": true, ""replay_notional_fraction"": 0.3, ""sizing_mode"": ""notional_fraction_equals_leverage_times_allocation_fraction""}",0,0,locked_oos_trade_event_count_19_below_20
405,a30fb_voladj_trend_4h_solusdt_lb24_z1p0_hold12_cool0_low_vol_q70_3p0x_0p1_ff4736db,volatility_adjusted_trend_persistence,SOLUSDT,4h,long_short,24,1.0,0.25,12,0,low_vol_q70,False,,,,,3.0,0.1,0.30000000000000004,0.11075263801255342,0.04316427870045225,0.020775322916714023,0.10717208143162549,0.11931602452150114,0.02858781616346473,0.7371206690466668,1.2342333980517184,1.4340759789348974,121,36,19,976,280,141,2.5658401193529734,0.06758835931210116,30.51036859849956,39.96692472264097,36.44793494160354,False,True,False,False,no_promotion_shadow_or_reject,False,False,False,"{""live_notional_fraction"": 0.30000000000000004, ""parity"": true, ""recorded"": true, ""replay_notional_fraction"": 0.30000000000000004, ""sizing_mode"": ""notional_fraction_equals_leverage_times_allocation_fraction""}",0,0,locked_oos_trade_event_count_19_below_20
423,a30fb_voladj_trend_4h_solusdt_lb24_z1p0_hold12_cool0_low_vol_q70_3p0x_0p15_538c57a0,volatility_adjusted_trend_persistence,SOLUSDT,4h,long_short,24,1.0,0.25,12,0,low_vol_q70,False,,,,,3.0,0.15,0.44999999999999996,0.15952027714154582,0.06329749726890044,0.030652541297524483,0.15715650359861566,0.17422053593470732,0.04272880801426182,0.7371206690466667,1.2342333980517193,1.4340759789348974,121,36,19,976,280,141,2.520167210780416,0.09622277987264538,29.296653285867006,39.07252917833361,35.850925494180686,False,True,False,False,no_promotion_shadow_or_reject,False,False,False,"{""live_notional_fraction"": 0.44999999999999996, ""parity"": true, ""recorded"": true, ""replay_notional_fraction"": 0.44999999999999996, ""sizing_mode"": ""notional_fraction_equals_leverage_times_allocation_fraction""}",0,0,locked_oos_trade_event_count_19_below_20;validation_mdd_0.1742_above_0.12
441,a30fb_voladj_trend_4h_bnbusdt_lb12_z2p0_hold4_cool2_low_vol_q70_2p0x_0p15_b66b2649,volatility_adjusted_trend_persistence,BNBUSDT,4h,long_short,12,2.0,0.25,4,2,low_vol_q70,False,,,,,2.0,0.15,0.3,0.05928711918479457,0.028012207084405993,0.009910058164889213,0.04067397361026126,0.0490703279341167,0.007758263927564513,1.0720418698653682,1.4297219694023198,2.0020581250159686,110,32,11,382,111,45,2.116474400112474,0.031274912100388574,17.965793692361988,29.179382379589576,30.03047928754307,False,True,False,False,no_promotion_shadow_or_reject,False,False,False,"{""live_notional_fraction"": 0.3, ""parity"": true, ""recorded"": true, ""replay_notional_fraction"": 0.3, ""sizing_mode"": ""notional_fraction_equals_leverage_times_allocation_fraction""}",0,0,locked_oos_trade_event_count_11_below_20
442,a30fb_voladj_trend_4h_bnbusdt_lb12_z2p0_hold4_cool2_low_vol_q70_3p0x_0p1_a3b3a69c,volatility_adjusted_trend_persistence,BNBUSDT,4h,long_short,12,2.0,0.25,4,2,low_vol_q70,False,,,,,3.0,0.1,0.30000000000000004,0.05928711918479457,0.028012207084405993,0.009910058164889213,0.04067397361026126,0.0490703279341167,0.007758263927564513,1.0720418698653684,1.42972196940232,2.0020581250159686,110,32,11,382,111,45,2.116474400112474,0.031274912100388574,17.965793692361984,29.17938237958957,30.030479287543063,False,True,False,False,no_promotion_shadow_or_reject,False,False,False,"{""live_notional_fraction"": 0.30000000000000004, ""parity"": true, ""recorded"": true, ""replay_notional_fraction"": 0.30000000000000004, ""sizing_mode"": ""notional_fraction_equals_leverage_times_allocation_fraction""}",0,0,locked_oos_trade_event_count_11_below_20
449,a30fb_donchian_atr_30m_ethusdt_lb12_atr0p5_hold8_3p0x_0p1_c8b080a8,donchian_atr_volatility_breakout,ETHUSDT,30m,long_short,12,0.5,0.0,8,2,btc_regime_mid_exit,False,,,,,3.0,0.1,0.30000000000000004,0.10557789618796765,0.05152168244751887,0.0015700336255648484,0.09365071301279093,0.04220541444495396,0.02776807647014279,0.7519013612676972,1.5339153880862502,0.19030203551386657,914,222,106,6085,1489,683,2.0491934884989758,0.05405621374044878,3.8503973810345595,7.735988355483312,0.49372126590089566,True,False,False,False,train_dominant_shadow_until_execution_efficiency,False,False,False,"{""live_notional_fraction"": 0.30000000000000004, ""parity"": true, ""recorded"": true, ""replay_notional_fraction"": 0.30000000000000004, ""sizing_mode"": ""notional_fraction_equals_leverage_times_allocation_fraction""}",0,0,train_return_per_turnover_proxy_bps_3.850_not_above_10.000;validation_return_per_turnover_proxy_bps_7.736_not_above_10.000;locked_oos_return_per_turnover_proxy_bps_0.494_not_above_10.000
450,a30fb_donchian_atr_30m_ethusdt_lb12_atr0p5_hold8_2p0x_0p15_dd6d5130,donchian_atr_volatility_breakout,ETHUSDT,30m,long_short,12,0.5,0.0,8,2,btc_regime_mid_exit,False,,,,,2.0,0.15,0.3,0.10557789618796765,0.051521682447517314,0.0015700336255648484,0.09365071301279093,0.04220541444495396,0.027768076470142677,0.7519013612676971,1.5339153880862502,0.19030203551386696,914,222,106,6085,1489,683,2.049193488499038,0.05405621374045033,3.8503973810345604,7.73598835548308,0.49372126590089577,True,False,False,False,train_dominant_shadow_until_execution_efficiency,False,False,False,"{""live_notional_fraction"": 0.3, ""parity"": true, ""recorded"": true, ""replay_notional_fraction"": 0.3, ""sizing_mode"": ""notional_fraction_equals_leverage_times_allocation_fraction""}",0,0,train_return_per_turnover_proxy_bps_3.850_not_above_10.000;validation_return_per_turnover_proxy_bps_7.736_not_above_10.000;locked_oos_return_per_turnover_proxy_bps_0.494_not_above_10.000
452,a30fb_voladj_trend_4h_trxusdt_lb6_z1p5_hold12_cool2_low_vol_q70_3p0x_0p1_6fa819a1,volatility_adjusted_trend_persistence,TRXUSDT,4h,long_short,6,1.5,0.25,12,2,low_vol_q70,False,,,,,3.0,0.1,0.30000000000000004,0.11565714434561447,0.02347651127150807,0.002120933332841579,0.05585685294732412,0.016184977633475373,0.013935622349335763,1.2061782808683454,1.6417559887752218,0.422228024698457,195,52,29,1295,316,177,4.926504752261896,0.0921806330741064,19.77045202489136,15.049045686864146,2.4378544055650333,True,False,False,False,train_dominant_shadow_until_execution_efficiency,False,False,False,"{""live_notional_fraction"": 0.30000000000000004, ""parity"": true, ""recorded"": true, ""replay_notional_fraction"": 0.30000000000000004, ""sizing_mode"": ""notional_fraction_equals_leverage_times_allocation_fraction""}",0,0,locked_oos_return_per_turnover_proxy_bps_2.438_not_above_10.000
453,a30fb_voladj_trend_4h_trxusdt_lb6_z1p5_hold12_cool2_low_vol_q70_2p0x_0p15_1ea8ea41,volatility_adjusted_trend_persistence,TRXUSDT,4h,long_short,6,1.5,0.25,12,2,low_vol_q70,False,,,,,2.0,0.15,0.3,0.11565714434561425,0.02347651127150807,0.002120933332841579,0.05585685294732412,0.016184977633475373,0.013935622349335763,1.2061782808683454,1.6417559887752222,0.4222280246984561,195,52,29,1295,316,177,4.926504752261886,0.09218063307410618,19.770452024891327,15.049045686864147,2.4378544055650337,True,False,False,False,train_dominant_shadow_until_execution_efficiency,False,False,False,"{""live_notional_fraction"": 0.3, ""parity"": true, ""recorded"": true, ""replay_notional_fraction"": 0.3, ""sizing_mode"": ""notional_fraction_equals_leverage_times_allocation_fraction""}",0,0,locked_oos_return_per_turnover_proxy_bps_2.438_not_above_10.000
458,a30fb_voladj_trend_4h_trxusdt_lb6_z1p5_hold12_cool2_adx15_3p0x_0p15_cca555d7,volatility_adjusted_trend_persistence,TRXUSDT,4h,long_short,6,1.5,0.25,12,2,adx15,False,,,,,3.0,0.15,0.44999999999999996,0.1349142742436873,0.029576296641619093,0.011824956187697966,0.07622125655042,0.02420577956060277,0.017614656000655593,0.9469901278651767,1.3265952796381033,1.4074764610809516,199,52,25,1413,333,192,4.561567524104387,0.1053379776020682,15.065803935643471,12.63944300923893,10.511072166842638,True,True,True,True,paper_testnet_candidate_after_fill_preflight,True,False,False,"{""live_notional_fraction"": 0.44999999999999996, ""parity"": true, ""recorded"": true, ""replay_notional_fraction"": 0.44999999999999996, ""sizing_mode"": ""notional_fraction_equals_leverage_times_allocation_fraction""}",0,0,
459,a30fb_voladj_trend_4h_trxusdt_lb6_z1p5_hold12_cool2_none_3p0x_0p15_c555caef,volatility_adjusted_trend_persistence,TRXUSDT,4h,long_short,6,1.5,0.25,12,2,none,False,,,,,3.0,0.15,0.44999999999999996,0.13277671699059757,0.029576296641619093,0.011824956187697966,0.07653662071205447,0.02420577956060277,0.017614656000655593,0.9275507476703265,1.3265952796381033,1.4074764610809516,199,52,25,1430,333,192,4.489294876889934,0.10320042034897847,14.827104074885266,12.63944300923893,10.511072166842638,True,True,True,True,paper_testnet_candidate_after_fill_preflight,True,False,False,"{""live_notional_fraction"": 0.44999999999999996, ""parity"": true, ""recorded"": true, ""replay_notional_fraction"": 0.44999999999999996, ""sizing_mode"": ""notional_fraction_equals_leverage_times_allocation_fraction""}",0,0,
460,a30fb_voladj_trend_4h_bnbusdt_lb12_z2p0_hold4_cool0_low_vol_q70_2p0x_0p15_0ce85167,volatility_adjusted_trend_persistence,BNBUSDT,4h,long_short,12,2.0,0.25,4,0,low_vol_q70,False,,,,,2.0,0.15,0.3,0.04850883212589885,0.028012207084405993,0.011093708647715417,0.05043515271669252,0.0490703279341167,0.007758263927564957,0.8820654374476007,1.4297219694023198,2.2323335317323645,112,32,11,386,111,46,1.7317033241876554,0.020496625041492855,14.437152418422276,29.179382379589576,33.61729893247096,False,True,False,False,no_promotion_shadow_or_reject,False,False,False,"{""live_notional_fraction"": 0.3, ""parity"": true, ""recorded"": true, ""replay_notional_fraction"": 0.3, ""sizing_mode"": ""notional_fraction_equals_leverage_times_allocation_fraction""}",0,0,locked_oos_trade_event_count_11_below_20
461,a30fb_voladj_trend_4h_bnbusdt_lb12_z2p0_hold4_cool0_low_vol_q70_3p0x_0p1_a0e2210d,volatility_adjusted_trend_persistence,BNBUSDT,4h,long_short,12,2.0,0.25,4,0,low_vol_q70,False,,,,,3.0,0.1,0.30000000000000004,0.04850883212589863,0.028012207084405993,0.011093708647715417,0.05043515271669252,0.0490703279341167,0.007758263927564957,0.8820654374476007,1.42972196940232,2.2323335317323645,112,32,11,386,111,46,1.7317033241876474,0.020496625041492633,14.437152418422206,29.17938237958957,33.61729893247095,False,True,False,False,no_promotion_shadow_or_reject,False,False,False,"{""live_notional_fraction"": 0.30000000000000004, ""parity"": true, ""recorded"": true, ""replay_notional_fraction"": 0.30000000000000004, ""sizing_mode"": ""notional_fraction_equals_leverage_times_allocation_fraction""}",0,0,locked_oos_trade_event_count_11_below_20
469,a30fb_voladj_trend_4h_trxusdt_lb6_z1p5_hold12_cool2_adx20_low_vol_q75_2p0x_0p15_63f1d28c,volatility_adjusted_trend_persistence,TRXUSDT,4h,long_short,6,1.5,0.25,12,2,adx20_low_vol_q75,False,,,,,2.0,0.15,0.3,0.12290735798302266,0.021985848611739245,0.002120933332841579,0.04693984303100773,0.016153209264467172,0.013935622349335763,1.2626433543507138,1.5587391194588274,0.4222280246984561,197,50,29,1303,304,177,5.590294018371291,0.10092150937128341,20.79650727293108,14.657232407826164,2.4378544055650337,True,False,False,False,train_dominant_shadow_until_execution_efficiency,False,False,False,"{""live_notional_fraction"": 0.3, ""parity"": true, ""recorded"": true, ""replay_notional_fraction"": 0.3, ""sizing_mode"": ""notional_fraction_equals_leverage_times_allocation_fraction""}",0,0,locked_oos_return_per_turnover_proxy_bps_2.438_not_above_10.000
470,a30fb_voladj_trend_4h_trxusdt_lb6_z1p5_hold12_cool2_adx20_low_vol_q75_3p0x_0p1_c9c4ba31,volatility_adjusted_trend_persistence,TRXUSDT,4h,long_short,6,1.5,0.25,12,2,adx20_low_vol_q75,False,,,,,3.0,0.1,0.30000000000000004,0.12290735798302266,0.021985848611739245,0.002120933332841579,0.04693984303100773,0.016153209264467172,0.013935622349335763,1.2626433543507136,1.5587391194588276,0.422228024698457,197,50,29,1303,304,177,5.590294018371291,0.10092150937128341,20.796507272931073,14.657232407826163,2.4378544055650333,True,False,False,False,train_dominant_shadow_until_execution_efficiency,False,False,False,"{""live_notional_fraction"": 0.30000000000000004, ""parity"": true, ""recorded"": true, ""replay_notional_fraction"": 0.30000000000000004, ""sizing_mode"": ""notional_fraction_equals_leverage_times_allocation_fraction""}",0,0,locked_oos_return_per_turnover_proxy_bps_2.438_not_above_10.000
508,a30fb_donchian_atr_4h_solusdt_lb24_atr0p5_hold8_3p0x_0p15_58f3e37f,donchian_atr_volatility_breakout,SOLUSDT,4h,long_short,24,0.5,0.0,8,2,btc_regime_mid_exit,False,,,,,3.0,0.15,0.44999999999999996,0.05150948634759911,0.0665269259074952,0.014717221604055197,0.1346652755570228,0.13273764939491295,0.05377335361080615,0.3242981374427389,1.4424076284006195,0.9341073000214667,82,14,9,813,166,105,0.7742652414034936,-0.015017439559896095,13.959210392303284,105.59829509126224,36.338818775444935,False,True,False,False,no_promotion_shadow_or_reject,False,False,False,"{""live_notional_fraction"": 0.44999999999999996, ""parity"": true, ""recorded"": true, ""replay_notional_fraction"": 0.44999999999999996, ""sizing_mode"": ""notional_fraction_equals_leverage_times_allocation_fraction""}",0,0,validation_trade_event_count_14_below_30;locked_oos_trade_event_count_9_below_20;train_return_below_validation_return;train_validation_return_ratio_0.7743_below_1.00;validation_mdd_0.1327_above_0.12
512,a30fb_voladj_trend_4h_trxusdt_lb6_z1p5_hold12_cool2_adx15_2p0x_0p15_b3875185,volatility_adjusted_trend_persistence,TRXUSDT,4h,long_short,6,1.5,0.25,12,2,adx15,False,,,,,2.0,0.15,0.3,0.09056259971007674,0.019860017961934595,0.007931809336055418,0.051209885937149036,0.016184977633475484,0.011755907154605283,0.9469901278651769,1.326595279638104,1.4074764610809518,199,52,25,1413,333,192,4.560046213636702,0.07070258174814215,15.169614691805151,12.73078074482987,10.575745781407223,False,True,False,False,no_promotion_shadow_or_reject,False,False,False,"{""live_notional_fraction"": 0.3, ""parity"": true, ""recorded"": true, ""replay_notional_fraction"": 0.3, ""sizing_mode"": ""notional_fraction_equals_leverage_times_allocation_fraction""}",0,0,validation_return_0.0199_below_0.02
513,a30fb_voladj_trend_4h_trxusdt_lb6_z1p5_hold12_cool2_adx15_3p0x_0p1_566c20e6,volatility_adjusted_trend_persistence,TRXUSDT,4h,long_short,6,1.5,0.25,12,2,adx15,False,,,,,3.0,0.1,0.30000000000000004,0.09056259971007674,0.019860017961934595,0.007931809336055418,0.051209885937149036,0.016184977633475484,0.011755907154605283,0.9469901278651771,1.3265952796381044,1.407476461080952,199,52,25,1413,333,192,4.560046213636702,0.07070258174814215,15.169614691805148,12.730780744829868,10.575745781407221,False,True,False,False,no_promotion_shadow_or_reject,False,False,False,"{""live_notional_fraction"": 0.30000000000000004, ""parity"": true, ""recorded"": true, ""replay_notional_fraction"": 0.30000000000000004, ""sizing_mode"": ""notional_fraction_equals_leverage_times_allocation_fraction""}",0,0,validation_return_0.0199_below_0.02
516,a30fb_voladj_trend_4h_trxusdt_lb6_z1p5_hold12_cool2_none_3p0x_0p1_d75d9e4e,volatility_adjusted_trend_persistence,TRXUSDT,4h,long_short,6,1.5,0.25,12,2,none,False,,,,,3.0,0.1,0.30000000000000004,0.089234770873726,0.019860017961934595,0.007931809336055418,0.051494585664469184,0.016184977633475484,0.011755907154605283,0.9275507476703269,1.3265952796381044,1.407476461080952,199,52,25,1430,333,192,4.493186816082492,0.0693747529117914,14.947197801294134,12.730780744829868,10.575745781407221,False,True,False,False,no_promotion_shadow_or_reject,False,False,False,"{""live_notional_fraction"": 0.30000000000000004, ""parity"": true, ""recorded"": true, ""replay_notional_fraction"": 0.30000000000000004, ""sizing_mode"": ""notional_fraction_equals_leverage_times_allocation_fraction""}",0,0,validation_return_0.0199_below_0.02
517,a30fb_voladj_trend_4h_trxusdt_lb6_z1p5_hold12_cool2_none_2p0x_0p15_19dee726,volatility_adjusted_trend_persistence,TRXUSDT,4h,long_short,6,1.5,0.25,12,2,none,False,,,,,2.0,0.15,0.3,0.08923477087372556,0.019860017961934595,0.007931809336055418,0.051494585664469184,0.016184977633475484,0.011755907154605283,0.9275507476703269,1.326595279638104,1.4074764610809518,199,52,25,1430,333,192,4.49318681608247,0.06937475291179096,14.947197801294063,12.73078074482987,10.575745781407223,False,True,False,False,no_promotion_shadow_or_reject,False,False,False,"{""live_notional_fraction"": 0.3, ""parity"": true, ""recorded"": true, ""replay_notional_fraction"": 0.3, ""sizing_mode"": ""notional_fraction_equals_leverage_times_allocation_fraction""}",0,0,validation_return_0.0199_below_0.02
531,a30fb_voladj_trend_6h_solusdt_lb12_z1p5_hold12_cool0_adx20_low_vol_q75_2p0x_0p15_769d3a48,volatility_adjusted_trend_persistence,SOLUSDT,6h,long_short,12,1.5,0.25,12,0,adx20_low_vol_q75,False,,,,,2.0,0.15,0.3,0.09282887834720777,0.03522254102528821,0.016682660843551522,0.1207590909722045,0.13400022356414332,0.03193772555490726,0.6090581374771946,0.9291122200349021,1.6424295864184988,101,28,11,682,180,67,2.6354963510599867,0.057606337321919554,30.636593513929956,41.93159645867644,50.55351770773189,False,True,False,False,no_promotion_shadow_or_reject,False,False,False,"{""live_notional_fraction"": 0.3, ""parity"": true, ""recorded"": true, ""replay_notional_fraction"": 0.3, ""sizing_mode"": ""notional_fraction_equals_leverage_times_allocation_fraction""}",0,0,validation_trade_event_count_28_below_30;locked_oos_trade_event_count_11_below_20;validation_mdd_0.1340_above_0.12
532,a30fb_voladj_trend_6h_solusdt_lb12_z1p5_hold12_cool0_adx20_low_vol_q75_3p0x_0p1_a22e4f89,volatility_adjusted_trend_persistence,SOLUSDT,6h,long_short,12,1.5,0.25,12,0,adx20_low_vol_q75,False,,,,,3.0,0.1,0.30000000000000004,0.09282887834720821,0.03522254102528799,0.016682660843551522,0.1207590909722045,0.13400022356414354,0.03193772555490726,0.6090581374771946,0.9291122200349028,1.6424295864184988,101,28,11,682,180,67,2.635496351060016,0.05760633732192022,30.636593513930098,41.93159645867617,50.55351770773188,False,True,False,False,no_promotion_shadow_or_reject,False,False,False,"{""live_notional_fraction"": 0.30000000000000004, ""parity"": true, ""recorded"": true, ""replay_notional_fraction"": 0.30000000000000004, ""sizing_mode"": ""notional_fraction_equals_leverage_times_allocation_fraction""}",0,0,validation_trade_event_count_28_below_30;locked_oos_trade_event_count_11_below_20;validation_mdd_0.1340_above_0.12
550,a30fb_voladj_trend_6h_solusdt_lb6_z1p5_hold4_cool0_adx20_low_vol_q75_3p0x_0p1_daf5e909,volatility_adjusted_trend_persistence,SOLUSDT,6h,long_short,6,1.5,0.25,4,0,adx20_low_vol_q75,False,,,,,3.0,0.1,0.30000000000000004,0.07733130543280553,0.03814821657697465,0.002862201390626984,0.1622120921037502,0.09052531829099952,0.030671176115934062,0.585830343661115,1.0447926783859207,0.28290548975700786,216,58,31,567,152,76,2.027127671270506,0.03918308885583088,11.933843430988505,21.92426240056014,3.0776359038999823,True,False,False,False,train_dominant_shadow_until_execution_efficiency,False,False,False,"{""live_notional_fraction"": 0.30000000000000004, ""parity"": true, ""recorded"": true, ""replay_notional_fraction"": 0.30000000000000004, ""sizing_mode"": ""notional_fraction_equals_leverage_times_allocation_fraction""}",0,0,locked_oos_return_per_turnover_proxy_bps_3.078_not_above_10.000
551,a30fb_voladj_trend_6h_solusdt_lb6_z1p5_hold4_cool0_adx20_low_vol_q75_2p0x_0p15_2bdd46d9,volatility_adjusted_trend_persistence,SOLUSDT,6h,long_short,6,1.5,0.25,4,0,adx20_low_vol_q75,False,,,,,2.0,0.15,0.3,0.07733130543280509,0.03814821657697465,0.002862201390626984,0.1622120921037502,0.09052531829099952,0.030671176115934062,0.585830343661115,1.0447926783859218,0.2829054897570077,216,58,31,567,152,76,2.0271276712704944,0.03918308885583044,11.93384343098844,21.924262400560146,3.077635903899983,True,False,False,False,train_dominant_shadow_until_execution_efficiency,False,False,False,"{""live_notional_fraction"": 0.3, ""parity"": true, ""recorded"": true, ""replay_notional_fraction"": 0.3, ""sizing_mode"": ""notional_fraction_equals_leverage_times_allocation_fraction""}",0,0,locked_oos_return_per_turnover_proxy_bps_3.078_not_above_10.000
557,a30fb_voladj_trend_6h_solusdt_lb24_z1p0_hold8_cool2_adx20_low_vol_q75_2p0x_0p15_e4ffc4f0,volatility_adjusted_trend_persistence,SOLUSDT,6h,long_short,24,1.0,0.25,8,2,adx20_low_vol_q75,False,,,,,2.0,0.15,0.3,0.02163534527054667,0.04539336146960271,0.004998452271234077,0.11621755250295895,0.0542348924298276,0.02330395622903192,0.22455606198402056,1.4730464042261067,0.6362092697283659,70,20,10,471,119,41,0.4766191480451299,-0.023758016199056042,10.302545366926985,75.65560244933785,16.66150757078026,False,True,False,False,no_promotion_shadow_or_reject,False,False,False,"{""live_notional_fraction"": 0.3, ""parity"": true, ""recorded"": true, ""replay_notional_fraction"": 0.3, ""sizing_mode"": ""notional_fraction_equals_leverage_times_allocation_fraction""}",0,0,train_trade_event_count_70_below_80;validation_trade_event_count_20_below_30;locked_oos_trade_event_count_10_below_20;train_return_below_validation_return;train_validation_return_ratio_0.4766_below_1.00
