model_id,model_kind,role,candidate_name,variant_name,leverage,allocation_fraction,round_trip_slippage_fee_bps,split,total_return,max_drawdown,sharpe,sortino,smart_sortino,calmar,return_mdd,trade_event_count,active_return_hours,liquidation_count,account_wipeout_count,minimum_margin_buffer,split_gate_pass,split_gate_reasons,locked_oos_deployable_gate_pass,locked_oos_deployable_gate_reasons,train_validation_score,filter_trade_count,trade_filter_params,candidate_universe_uses_locked_oos_bucket,regenerated_train_validation_only,promotability_scope,shadow_only,calendar_primary,primary_10bps_promotion_gate_pass,primary_10bps_promotion_gate_reasons,live_promotable_10bps
fresh_tv10_seed_alpha_zoo_slow_residual_pair_3p0x_0p175alloc,individual_seed,fresh_train_validation_10bps_retune,alpha_zoo_slow_residual_pair,,3.0,0.175,10.0,locked_oos,-0.09352431260631089,0.15788488963563002,-3.4442901148893807,-1.77376535593537,-1.5319012898540796,-3.4053444406980447,-0.5923575892673973,212,197,0,0,9691.730391248151,False,return_non_positive;sharpe_non_positive;sortino_non_positive;smart_sortino_non_positive;calmar_non_positive,False,return_non_positive;sharpe_non_positive;sortino_non_positive;smart_sortino_non_positive;calmar_non_positive,-152.60177786698432,,,False,True,live_candidate,False,False,False,locked_oos_calmar_non_positive;locked_oos_return_non_positive;locked_oos_sharpe_non_positive;locked_oos_smart_sortino_non_positive;locked_oos_sortino_non_positive;train_calmar_not_above_validation;train_return_non_positive;train_sharpe_not_above_validation;train_smart_sortino_not_above_validation;train_sortino_not_above_validation;train_total_return_not_above_locked_oos;train_total_return_not_above_validation;validation_calmar_non_positive;validation_return_non_positive;validation_sharpe_non_positive;validation_smart_sortino_non_positive;validation_sortino_non_positive,False
fresh_tv10_seed_alpha_zoo_slow_residual_pair_7p0x_0p075alloc,individual_seed,fresh_train_validation_10bps_retune,alpha_zoo_slow_residual_pair,,7.0,0.075,10.0,train,-0.42245683699329173,0.5415771461850709,-1.4988596133149266,-0.7281798647745876,-0.4723603139658685,-0.7800492320791678,-0.7800492320791678,1450,1331,0,0,9257.05916478991,False,mdd_above_25pct;return_non_positive;sharpe_non_positive;sortino_non_positive;smart_sortino_non_positive;calmar_non_positive,False,return_non_positive;sharpe_non_positive;sortino_non_positive;smart_sortino_non_positive;calmar_non_positive,-152.60177786698432,,,False,True,live_candidate,False,False,False,locked_oos_calmar_non_positive;locked_oos_return_non_positive;locked_oos_sharpe_non_positive;locked_oos_smart_sortino_non_positive;locked_oos_sortino_non_positive;train_calmar_not_above_validation;train_return_non_positive;train_sharpe_not_above_validation;train_smart_sortino_not_above_validation;train_sortino_not_above_validation;train_total_return_not_above_locked_oos;train_total_return_not_above_validation;validation_calmar_non_positive;validation_return_non_positive;validation_sharpe_non_positive;validation_smart_sortino_non_positive;validation_sortino_non_positive,False
fresh_tv10_seed_alpha_zoo_slow_residual_pair_7p0x_0p075alloc,individual_seed,fresh_train_validation_10bps_retune,alpha_zoo_slow_residual_pair,,7.0,0.075,10.0,validation,-0.013375413915984069,0.1425412399851366,-0.0325224176122156,-0.015317751425016178,-0.013406738320636415,-0.3735221716780553,-0.09383539751287966,345,312,0,0,9559.164068018163,False,return_non_positive;sharpe_non_positive;sortino_non_positive;smart_sortino_non_positive;calmar_non_positive,False,return_non_positive;sharpe_non_positive;sortino_non_positive;smart_sortino_non_positive;calmar_non_positive,-152.60177786698432,,,False,True,live_candidate,False,False,False,locked_oos_calmar_non_positive;locked_oos_return_non_positive;locked_oos_sharpe_non_positive;locked_oos_smart_sortino_non_positive;locked_oos_sortino_non_positive;train_calmar_not_above_validation;train_return_non_positive;train_sharpe_not_above_validation;train_smart_sortino_not_above_validation;train_sortino_not_above_validation;train_total_return_not_above_locked_oos;train_total_return_not_above_validation;validation_calmar_non_positive;validation_return_non_positive;validation_sharpe_non_positive;validation_smart_sortino_non_positive;validation_sortino_non_positive,False
fresh_tv10_seed_alpha_zoo_slow_residual_pair_7p0x_0p075alloc,individual_seed,fresh_train_validation_10bps_retune,alpha_zoo_slow_residual_pair,,7.0,0.075,10.0,locked_oos,-0.09352431260631067,0.1578848896356298,-3.444290114889378,-1.7737653559353697,-1.5319012898540794,-3.4053444406980438,-0.5923575892673968,212,197,0,0,9691.730391248151,False,return_non_positive;sharpe_non_positive;sortino_non_positive;smart_sortino_non_positive;calmar_non_positive,False,return_non_positive;sharpe_non_positive;sortino_non_positive;smart_sortino_non_positive;calmar_non_positive,-152.60177786698432,,,False,True,live_candidate,False,False,False,locked_oos_calmar_non_positive;locked_oos_return_non_positive;locked_oos_sharpe_non_positive;locked_oos_smart_sortino_non_positive;locked_oos_sortino_non_positive;train_calmar_not_above_validation;train_return_non_positive;train_sharpe_not_above_validation;train_smart_sortino_not_above_validation;train_sortino_not_above_validation;train_total_return_not_above_locked_oos;train_total_return_not_above_validation;validation_calmar_non_positive;validation_return_non_positive;validation_sharpe_non_positive;validation_smart_sortino_non_positive;validation_sortino_non_positive,False
fresh_tv10_seed_alpha_zoo_range_sweep_blend_5p0x_0p1alloc,individual_seed,fresh_train_validation_10bps_retune,alpha_zoo_range_sweep_blend,,5.0,0.1,10.0,train,-0.5475804768149244,0.5999023875032258,-2.8689893572163587,-1.5157224688835091,-0.9473843408965181,-0.9127826263434898,-0.9127826263434898,1976,1687,0,0,9292.437299799913,False,mdd_above_25pct;return_non_positive;sharpe_non_positive;sortino_non_positive;smart_sortino_non_positive;calmar_non_positive,False,return_non_positive;sharpe_non_positive;sortino_non_positive;smart_sortino_non_positive;calmar_non_positive,-155.25097363269663,,,False,True,live_candidate,False,False,False,locked_oos_calmar_non_positive;locked_oos_return_non_positive;locked_oos_sharpe_non_positive;locked_oos_smart_sortino_non_positive;locked_oos_sortino_non_positive;train_calmar_not_above_locked_oos;train_return_non_positive;train_sharpe_not_above_locked_oos;train_sharpe_not_above_validation;train_smart_sortino_not_above_locked_oos;train_smart_sortino_not_above_validation;train_sortino_not_above_locked_oos;train_sortino_not_above_validation;train_total_return_not_above_locked_oos;train_total_return_not_above_validation;validation_calmar_non_positive;validation_return_non_positive;validation_sharpe_non_positive;validation_smart_sortino_non_positive;validation_sortino_non_positive,False
fresh_tv10_seed_alpha_zoo_range_sweep_blend_5p0x_0p1alloc,individual_seed,fresh_train_validation_10bps_retune,alpha_zoo_range_sweep_blend,,5.0,0.1,10.0,validation,-0.08832936730462015,0.1399505414719503,-1.4999906039505255,-0.7900327680373012,-0.6930412674019866,-2.2380672251108713,-0.6311470207660729,500,436,0,0,9555.511513692838,False,return_non_positive;sharpe_non_positive;sortino_non_positive;smart_sortino_non_positive;calmar_non_positive,False,return_non_positive;sharpe_non_positive;sortino_non_positive;smart_sortino_non_positive;calmar_non_positive,-155.25097363269663,,,False,True,live_candidate,False,False,False,locked_oos_calmar_non_positive;locked_oos_return_non_positive;locked_oos_sharpe_non_positive;locked_oos_smart_sortino_non_positive;locked_oos_sortino_non_positive;train_calmar_not_above_locked_oos;train_return_non_positive;train_sharpe_not_above_locked_oos;train_sharpe_not_above_validation;train_smart_sortino_not_above_locked_oos;train_smart_sortino_not_above_validation;train_sortino_not_above_locked_oos;train_sortino_not_above_validation;train_total_return_not_above_locked_oos;train_total_return_not_above_validation;validation_calmar_non_positive;validation_return_non_positive;validation_sharpe_non_positive;validation_smart_sortino_non_positive;validation_sortino_non_positive,False
fresh_tv10_seed_alpha_zoo_range_sweep_blend_5p0x_0p1alloc,individual_seed,fresh_train_validation_10bps_retune,alpha_zoo_range_sweep_blend,,5.0,0.1,10.0,locked_oos,-0.007165305312592629,0.08038762987920546,-0.24234864628261704,-0.1523393976680939,-0.14100438903130208,-0.6833212407992174,-0.08913442681864836,270,236,0,0,9706.40989642681,False,return_non_positive;sharpe_non_positive;sortino_non_positive;smart_sortino_non_positive;calmar_non_positive,False,return_non_positive;sharpe_non_positive;sortino_non_positive;smart_sortino_non_positive;calmar_non_positive,-155.25097363269663,,,False,True,live_candidate,False,False,False,locked_oos_calmar_non_positive;locked_oos_return_non_positive;locked_oos_sharpe_non_positive;locked_oos_smart_sortino_non_positive;locked_oos_sortino_non_positive;train_calmar_not_above_locked_oos;train_return_non_positive;train_sharpe_not_above_locked_oos;train_sharpe_not_above_validation;train_smart_sortino_not_above_locked_oos;train_smart_sortino_not_above_validation;train_sortino_not_above_locked_oos;train_sortino_not_above_validation;train_total_return_not_above_locked_oos;train_total_return_not_above_validation;validation_calmar_non_positive;validation_return_non_positive;validation_sharpe_non_positive;validation_smart_sortino_non_positive;validation_sortino_non_positive,False
fresh_tv10_seed_alpha_zoo_range_sweep_blend_4p0x_0p125alloc,individual_seed,fresh_train_validation_10bps_retune,alpha_zoo_range_sweep_blend,,4.0,0.125,10.0,train,-0.5475804768149244,0.5999023875032258,-2.8689893572163587,-1.5157224688835091,-0.9473843408965181,-0.9127826263434898,-0.9127826263434898,1976,1687,0,0,9292.437299799913,False,mdd_above_25pct;return_non_positive;sharpe_non_positive;sortino_non_positive;smart_sortino_non_positive;calmar_non_positive,False,return_non_positive;sharpe_non_positive;sortino_non_positive;smart_sortino_non_positive;calmar_non_positive,-155.25097363269663,,,False,True,live_candidate,False,False,False,locked_oos_calmar_non_positive;locked_oos_return_non_positive;locked_oos_sharpe_non_positive;locked_oos_smart_sortino_non_positive;locked_oos_sortino_non_positive;train_calmar_not_above_locked_oos;train_return_non_positive;train_sharpe_not_above_locked_oos;train_sharpe_not_above_validation;train_smart_sortino_not_above_locked_oos;train_smart_sortino_not_above_validation;train_sortino_not_above_locked_oos;train_sortino_not_above_validation;train_total_return_not_above_locked_oos;train_total_return_not_above_validation;validation_calmar_non_positive;validation_return_non_positive;validation_sharpe_non_positive;validation_smart_sortino_non_positive;validation_sortino_non_positive,False
fresh_tv10_seed_alpha_zoo_range_sweep_blend_4p0x_0p125alloc,individual_seed,fresh_train_validation_10bps_retune,alpha_zoo_range_sweep_blend,,4.0,0.125,10.0,validation,-0.08832936730462015,0.1399505414719503,-1.4999906039505255,-0.7900327680373012,-0.6930412674019866,-2.2380672251108713,-0.6311470207660729,500,436,0,0,9555.511513692838,False,return_non_positive;sharpe_non_positive;sortino_non_positive;smart_sortino_non_positive;calmar_non_positive,False,return_non_positive;sharpe_non_positive;sortino_non_positive;smart_sortino_non_positive;calmar_non_positive,-155.25097363269663,,,False,True,live_candidate,False,False,False,locked_oos_calmar_non_positive;locked_oos_return_non_positive;locked_oos_sharpe_non_positive;locked_oos_smart_sortino_non_positive;locked_oos_sortino_non_positive;train_calmar_not_above_locked_oos;train_return_non_positive;train_sharpe_not_above_locked_oos;train_sharpe_not_above_validation;train_smart_sortino_not_above_locked_oos;train_smart_sortino_not_above_validation;train_sortino_not_above_locked_oos;train_sortino_not_above_validation;train_total_return_not_above_locked_oos;train_total_return_not_above_validation;validation_calmar_non_positive;validation_return_non_positive;validation_sharpe_non_positive;validation_smart_sortino_non_positive;validation_sortino_non_positive,False
fresh_tv10_seed_alpha_zoo_range_sweep_blend_4p0x_0p125alloc,individual_seed,fresh_train_validation_10bps_retune,alpha_zoo_range_sweep_blend,,4.0,0.125,10.0,locked_oos,-0.007165305312592629,0.08038762987920546,-0.24234864628261704,-0.1523393976680939,-0.14100438903130208,-0.6833212407992174,-0.08913442681864836,270,236,0,0,9706.40989642681,False,return_non_positive;sharpe_non_positive;sortino_non_positive;smart_sortino_non_positive;calmar_non_positive,False,return_non_positive;sharpe_non_positive;sortino_non_positive;smart_sortino_non_positive;calmar_non_positive,-155.25097363269663,,,False,True,live_candidate,False,False,False,locked_oos_calmar_non_positive;locked_oos_return_non_positive;locked_oos_sharpe_non_positive;locked_oos_smart_sortino_non_positive;locked_oos_sortino_non_positive;train_calmar_not_above_locked_oos;train_return_non_positive;train_sharpe_not_above_locked_oos;train_sharpe_not_above_validation;train_smart_sortino_not_above_locked_oos;train_smart_sortino_not_above_validation;train_sortino_not_above_locked_oos;train_sortino_not_above_validation;train_total_return_not_above_locked_oos;train_total_return_not_above_validation;validation_calmar_non_positive;validation_return_non_positive;validation_sharpe_non_positive;validation_smart_sortino_non_positive;validation_sortino_non_positive,False
fresh_tv10_seed_alpha_zoo_high_confidence_long_only_11p0x_0p05alloc,individual_seed,fresh_train_validation_10bps_retune,alpha_zoo_high_confidence_long_only,,11.0,0.05,10.0,train,-0.20558428708014354,0.2817118072852467,-1.1088278765824648,-0.25916579091825154,-0.20220285827527984,-0.7297680883924741,-0.7297680883924741,486,466,3,0,9302.480981887513,False,mdd_above_25pct;return_non_positive;sharpe_non_positive;sortino_non_positive;smart_sortino_non_positive;calmar_non_positive;strict_zero_liquidation_count_positive,False,return_non_positive;sharpe_non_positive;sortino_non_positive;smart_sortino_non_positive;calmar_non_positive,-49.60381154562193,,,False,True,live_candidate,False,False,False,liquidation_count_positive;locked_oos_calmar_non_positive;locked_oos_return_non_positive;locked_oos_sharpe_non_positive;locked_oos_smart_sortino_non_positive;locked_oos_sortino_non_positive;train_calmar_not_above_locked_oos;train_calmar_not_above_validation;train_return_non_positive;train_sharpe_not_above_locked_oos;train_sharpe_not_above_validation;train_smart_sortino_not_above_locked_oos;train_smart_sortino_not_above_validation;train_sortino_not_above_locked_oos;train_sortino_not_above_validation;train_total_return_not_above_locked_oos;train_total_return_not_above_validation,False
fresh_tv10_seed_alpha_zoo_high_confidence_long_only_11p0x_0p05alloc,individual_seed,fresh_train_validation_10bps_retune,alpha_zoo_high_confidence_long_only,,11.0,0.05,10.0,validation,0.06890650564787282,0.06366087243747887,1.9778946441532366,0.557379932865173,0.5240203407951677,4.884393651100544,1.0823996437614907,104,103,0,0,9644.034009207386,True,,False,return_non_positive;sharpe_non_positive;sortino_non_positive;smart_sortino_non_positive;calmar_non_positive,-49.60381154562193,,,False,True,live_candidate,False,False,False,liquidation_count_positive;locked_oos_calmar_non_positive;locked_oos_return_non_positive;locked_oos_sharpe_non_positive;locked_oos_smart_sortino_non_positive;locked_oos_sortino_non_positive;train_calmar_not_above_locked_oos;train_calmar_not_above_validation;train_return_non_positive;train_sharpe_not_above_locked_oos;train_sharpe_not_above_validation;train_smart_sortino_not_above_locked_oos;train_smart_sortino_not_above_validation;train_sortino_not_above_locked_oos;train_sortino_not_above_validation;train_total_return_not_above_locked_oos;train_total_return_not_above_validation,False
fresh_tv10_seed_alpha_zoo_high_confidence_long_only_11p0x_0p05alloc,individual_seed,fresh_train_validation_10bps_retune,alpha_zoo_high_confidence_long_only,,11.0,0.05,10.0,locked_oos,-0.0034357816538115316,0.05493639670499462,-0.11858734537942157,-0.0486735695334999,-0.0461388664620234,-0.4856052782919841,-0.0625410813210318,73,71,0,0,9677.050886069492,False,return_non_positive;sharpe_non_positive;sortino_non_positive;smart_sortino_non_positive;calmar_non_positive,False,return_non_positive;sharpe_non_positive;sortino_non_positive;smart_sortino_non_positive;calmar_non_positive,-49.60381154562193,,,False,True,live_candidate,False,False,False,liquidation_count_positive;locked_oos_calmar_non_positive;locked_oos_return_non_positive;locked_oos_sharpe_non_positive;locked_oos_smart_sortino_non_positive;locked_oos_sortino_non_positive;train_calmar_not_above_locked_oos;train_calmar_not_above_validation;train_return_non_positive;train_sharpe_not_above_locked_oos;train_sharpe_not_above_validation;train_smart_sortino_not_above_locked_oos;train_smart_sortino_not_above_validation;train_sortino_not_above_locked_oos;train_sortino_not_above_validation;train_total_return_not_above_locked_oos;train_total_return_not_above_validation,False
fresh_tv10_seed_alpha_zoo_quality_single_pair_9p0x_0p075alloc,individual_seed,fresh_train_validation_10bps_retune,alpha_zoo_quality_single_pair,,9.0,0.075,10.0,train,-0.416775044836608,0.5843128586128677,-0.9097502967555722,-0.38183307377083986,-0.24100863140450096,-0.7132737859406569,-0.7132737859406569,1416,1278,6,0,9044.790354729883,False,mdd_above_25pct;return_non_positive;sharpe_non_positive;sortino_non_positive;smart_sortino_non_positive;calmar_non_positive;strict_zero_liquidation_count_positive,False,return_non_positive;sharpe_non_positive;sortino_non_positive;smart_sortino_non_positive;calmar_non_positive,-153.86989740965961,,,False,True,live_candidate,False,False,False,liquidation_count_positive;locked_oos_calmar_non_positive;locked_oos_return_non_positive;locked_oos_sharpe_non_positive;locked_oos_smart_sortino_non_positive;locked_oos_sortino_non_positive;train_return_non_positive;train_sharpe_not_above_validation;train_sortino_not_above_validation;train_total_return_not_above_locked_oos;train_total_return_not_above_validation;validation_calmar_non_positive;validation_return_non_positive;validation_sharpe_non_positive;validation_smart_sortino_non_positive;validation_sortino_non_positive,False
fresh_tv10_seed_alpha_zoo_quality_single_pair_9p0x_0p075alloc,individual_seed,fresh_train_validation_10bps_retune,alpha_zoo_quality_single_pair,,9.0,0.075,10.0,validation,-0.06537748692479273,0.15344060655573172,-0.7148010016427374,-0.33567838677255646,-0.29102355584213363,-1.5655017669260545,-0.4260768279812993,334,301,0,0,9519.005218805441,False,return_non_positive;sharpe_non_positive;sortino_non_positive;smart_sortino_non_positive;calmar_non_positive,False,return_non_positive;sharpe_non_positive;sortino_non_positive;smart_sortino_non_positive;calmar_non_positive,-153.86989740965961,,,False,True,live_candidate,False,False,False,liquidation_count_positive;locked_oos_calmar_non_positive;locked_oos_return_non_positive;locked_oos_sharpe_non_positive;locked_oos_smart_sortino_non_positive;locked_oos_sortino_non_positive;train_return_non_positive;train_sharpe_not_above_validation;train_sortino_not_above_validation;train_total_return_not_above_locked_oos;train_total_return_not_above_validation;validation_calmar_non_positive;validation_return_non_positive;validation_sharpe_non_positive;validation_smart_sortino_non_positive;validation_sortino_non_positive,False
fresh_tv10_seed_alpha_zoo_quality_single_pair_9p0x_0p075alloc,individual_seed,fresh_train_validation_10bps_retune,alpha_zoo_quality_single_pair,,9.0,0.075,10.0,locked_oos,-0.0728256062074416,0.18153362520977245,-2.1353971699733454,-1.0743794892753042,-0.909309279356782,-2.4674099090309345,-0.4011686877474488,183,169,0,0,9603.653360176195,False,return_non_positive;sharpe_non_positive;sortino_non_positive;smart_sortino_non_positive;calmar_non_positive,False,return_non_positive;sharpe_non_positive;sortino_non_positive;smart_sortino_non_positive;calmar_non_positive,-153.86989740965961,,,False,True,live_candidate,False,False,False,liquidation_count_positive;locked_oos_calmar_non_positive;locked_oos_return_non_positive;locked_oos_sharpe_non_positive;locked_oos_smart_sortino_non_positive;locked_oos_sortino_non_positive;train_return_non_positive;train_sharpe_not_above_validation;train_sortino_not_above_validation;train_total_return_not_above_locked_oos;train_total_return_not_above_validation;validation_calmar_non_positive;validation_return_non_positive;validation_sharpe_non_positive;validation_smart_sortino_non_positive;validation_sortino_non_positive,False
fresh_tv10_seed_alpha_zoo_high_confidence_long_only_3p0x_0p175alloc,individual_seed,fresh_train_validation_10bps_retune,alpha_zoo_high_confidence_long_only,,3.0,0.175,10.0,train,-0.041150485801161096,0.24739049887037587,-0.16168586964881876,-0.04376495318064077,-0.03508520645321082,-0.16633818189890365,-0.16633818189890365,486,466,0,0,9334.186391801717,False,return_non_positive;sharpe_non_positive;sortino_non_positive;smart_sortino_non_positive;calmar_non_positive,False,return_non_positive;sharpe_non_positive;sortino_non_positive;smart_sortino_non_positive;calmar_non_positive,-48.76645746872802,,,False,True,live_candidate,False,False,False,locked_oos_calmar_non_positive;locked_oos_return_non_positive;locked_oos_sharpe_non_positive;locked_oos_smart_sortino_non_positive;locked_oos_sortino_non_positive;train_calmar_not_above_validation;train_return_non_positive;train_sharpe_not_above_locked_oos;train_sharpe_not_above_validation;train_smart_sortino_not_above_validation;train_sortino_not_above_validation;train_total_return_not_above_locked_oos;train_total_return_not_above_validation,False
fresh_tv10_seed_alpha_zoo_high_confidence_long_only_3p0x_0p175alloc,individual_seed,fresh_train_validation_10bps_retune,alpha_zoo_high_confidence_long_only,,3.0,0.175,10.0,validation,0.06578792768781128,0.060843295297667944,1.977918367985116,0.5573867974683338,0.5254185985234827,4.856309284522665,1.0812683199677526,104,103,0,0,9660.21428151614,True,,False,return_non_positive;sharpe_non_positive;sortino_non_positive;smart_sortino_non_positive;calmar_non_positive,-48.76645746872802,,,False,True,live_candidate,False,False,False,locked_oos_calmar_non_positive;locked_oos_return_non_positive;locked_oos_sharpe_non_positive;locked_oos_smart_sortino_non_positive;locked_oos_sortino_non_positive;train_calmar_not_above_validation;train_return_non_positive;train_sharpe_not_above_locked_oos;train_sharpe_not_above_validation;train_smart_sortino_not_above_validation;train_sortino_not_above_validation;train_total_return_not_above_locked_oos;train_total_return_not_above_validation,False
fresh_tv10_seed_alpha_zoo_high_confidence_long_only_3p0x_0p175alloc,individual_seed,fresh_train_validation_10bps_retune,alpha_zoo_high_confidence_long_only,,3.0,0.175,10.0,locked_oos,-0.003225396304646466,0.05249620971767978,-0.11860776749805667,-0.04868191188699926,-0.046253764562304345,-0.4774038142519073,-0.06144055584188606,73,71,0,0,9691.730391248151,False,return_non_positive;sharpe_non_positive;sortino_non_positive;smart_sortino_non_positive;calmar_non_positive,False,return_non_positive;sharpe_non_positive;sortino_non_positive;smart_sortino_non_positive;calmar_non_positive,-48.76645746872802,,,False,True,live_candidate,False,False,False,locked_oos_calmar_non_positive;locked_oos_return_non_positive;locked_oos_sharpe_non_positive;locked_oos_smart_sortino_non_positive;locked_oos_sortino_non_positive;train_calmar_not_above_validation;train_return_non_positive;train_sharpe_not_above_locked_oos;train_sharpe_not_above_validation;train_smart_sortino_not_above_validation;train_sortino_not_above_validation;train_total_return_not_above_locked_oos;train_total_return_not_above_validation,False
fresh_tv10_seed_alpha_zoo_high_confidence_long_only_7p0x_0p075alloc,individual_seed,fresh_train_validation_10bps_retune,alpha_zoo_high_confidence_long_only,,7.0,0.075,10.0,train,-0.04115048580116154,0.2473904988703761,-0.16168586964882006,-0.04376495318064111,-0.03508520645321108,-0.16633818189890529,-0.16633818189890529,486,466,0,0,9334.186391801717,False,return_non_positive;sharpe_non_positive;sortino_non_positive;smart_sortino_non_positive;calmar_non_positive,False,return_non_positive;sharpe_non_positive;sortino_non_positive;smart_sortino_non_positive;calmar_non_positive,-48.76645746872802,,,False,True,live_candidate,False,False,False,locked_oos_calmar_non_positive;locked_oos_return_non_positive;locked_oos_sharpe_non_positive;locked_oos_smart_sortino_non_positive;locked_oos_sortino_non_positive;train_calmar_not_above_validation;train_return_non_positive;train_sharpe_not_above_locked_oos;train_sharpe_not_above_validation;train_smart_sortino_not_above_validation;train_sortino_not_above_validation;train_total_return_not_above_locked_oos;train_total_return_not_above_validation,False
fresh_tv10_seed_alpha_zoo_high_confidence_long_only_7p0x_0p075alloc,individual_seed,fresh_train_validation_10bps_retune,alpha_zoo_high_confidence_long_only,,7.0,0.075,10.0,validation,0.06578792768781128,0.060843295297667944,1.977918367985116,0.5573867974683338,0.5254185985234827,4.856309284522665,1.0812683199677526,104,103,0,0,9660.21428151614,True,,False,return_non_positive;sharpe_non_positive;sortino_non_positive;smart_sortino_non_positive;calmar_non_positive,-48.76645746872802,,,False,True,live_candidate,False,False,False,locked_oos_calmar_non_positive;locked_oos_return_non_positive;locked_oos_sharpe_non_positive;locked_oos_smart_sortino_non_positive;locked_oos_sortino_non_positive;train_calmar_not_above_validation;train_return_non_positive;train_sharpe_not_above_locked_oos;train_sharpe_not_above_validation;train_smart_sortino_not_above_validation;train_sortino_not_above_validation;train_total_return_not_above_locked_oos;train_total_return_not_above_validation,False
fresh_tv10_seed_alpha_zoo_high_confidence_long_only_7p0x_0p075alloc,individual_seed,fresh_train_validation_10bps_retune,alpha_zoo_high_confidence_long_only,,7.0,0.075,10.0,locked_oos,-0.003225396304646466,0.05249620971767978,-0.11860776749805667,-0.04868191188699926,-0.046253764562304345,-0.4774038142519073,-0.06144055584188606,73,71,0,0,9691.730391248151,False,return_non_positive;sharpe_non_positive;sortino_non_positive;smart_sortino_non_positive;calmar_non_positive,False,return_non_positive;sharpe_non_positive;sortino_non_positive;smart_sortino_non_positive;calmar_non_positive,-48.76645746872802,,,False,True,live_candidate,False,False,False,locked_oos_calmar_non_positive;locked_oos_return_non_positive;locked_oos_sharpe_non_positive;locked_oos_smart_sortino_non_positive;locked_oos_sortino_non_positive;train_calmar_not_above_validation;train_return_non_positive;train_sharpe_not_above_locked_oos;train_sharpe_not_above_validation;train_smart_sortino_not_above_validation;train_sortino_not_above_validation;train_total_return_not_above_locked_oos;train_total_return_not_above_validation,False
fresh_tv10_seed_alpha_zoo_quality_single_pair_5p0x_0p125alloc,individual_seed,fresh_train_validation_10bps_retune,alpha_zoo_quality_single_pair,,5.0,0.125,10.0,train,-0.11933208712633192,0.5015265004376468,-0.13457402404579277,-0.06559553195056296,-0.04368589693984353,-0.2379377500933634,-0.2379377500933634,1416,1278,0,0,9115.54662474989,False,mdd_above_25pct;return_non_positive;sharpe_non_positive;sortino_non_positive;smart_sortino_non_positive;calmar_non_positive,False,return_non_positive;sharpe_non_positive;sortino_non_positive;smart_sortino_non_positive;calmar_non_positive,-152.17808053691707,,,False,True,live_candidate,False,False,False,locked_oos_calmar_non_positive;locked_oos_return_non_positive;locked_oos_sharpe_non_positive;locked_oos_smart_sortino_non_positive;locked_oos_sortino_non_positive;train_return_non_positive;train_total_return_not_above_locked_oos;train_total_return_not_above_validation;validation_calmar_non_positive;validation_return_non_positive;validation_sharpe_non_positive;validation_smart_sortino_non_positive;validation_sortino_non_positive,False
fresh_tv10_seed_alpha_zoo_quality_single_pair_5p0x_0p125alloc,individual_seed,fresh_train_validation_10bps_retune,alpha_zoo_quality_single_pair,,5.0,0.125,10.0,validation,-0.05993673594900151,0.14283520441230593,-0.7151979190387093,-0.33584364204026035,-0.2938688279321648,-1.5547969651326512,-0.4196215925591357,334,301,0,0,9554.63446185689,False,return_non_positive;sharpe_non_positive;sortino_non_positive;smart_sortino_non_positive;calmar_non_positive,False,return_non_positive;sharpe_non_positive;sortino_non_positive;smart_sortino_non_positive;calmar_non_positive,-152.17808053691707,,,False,True,live_candidate,False,False,False,locked_oos_calmar_non_positive;locked_oos_return_non_positive;locked_oos_sharpe_non_positive;locked_oos_smart_sortino_non_positive;locked_oos_sortino_non_positive;train_return_non_positive;train_total_return_not_above_locked_oos;train_total_return_not_above_validation;validation_calmar_non_positive;validation_return_non_positive;validation_sharpe_non_positive;validation_smart_sortino_non_positive;validation_sortino_non_positive,False
fresh_tv10_seed_alpha_zoo_quality_single_pair_5p0x_0p125alloc,individual_seed,fresh_train_validation_10bps_retune,alpha_zoo_quality_single_pair,,5.0,0.125,10.0,locked_oos,-0.06736940071667086,0.16922607441970514,-2.1363645999618286,-1.0747303783309412,-0.9191809880431696,-2.4929501403338348,-0.39810295752405744,183,169,0,0,9633.012370533514,False,return_non_positive;sharpe_non_positive;sortino_non_positive;smart_sortino_non_positive;calmar_non_positive,False,return_non_positive;sharpe_non_positive;sortino_non_positive;smart_sortino_non_positive;calmar_non_positive,-152.17808053691707,,,False,True,live_candidate,False,False,False,locked_oos_calmar_non_positive;locked_oos_return_non_positive;locked_oos_sharpe_non_positive;locked_oos_smart_sortino_non_positive;locked_oos_sortino_non_positive;train_return_non_positive;train_total_return_not_above_locked_oos;train_total_return_not_above_validation;validation_calmar_non_positive;validation_return_non_positive;validation_sharpe_non_positive;validation_smart_sortino_non_positive;validation_sortino_non_positive,False
