rank,model_id,family,symbol,timeframe,side,lookback_bars,threshold,exit_threshold,min_hold_bars,leverage,allocation_fraction,notional_fraction,train_return,validation_return,locked_oos_return,train_mdd,validation_mdd,locked_oos_mdd,train_sharpe,validation_sharpe,locked_oos_sharpe,train_trade_event_count,validation_trade_event_count,locked_oos_trade_event_count,train_exposure_bar_count,validation_exposure_bar_count,locked_oos_exposure_bar_count,train_validation_return_ratio,train_minus_validation_return,train_return_per_turnover_proxy_bps,validation_return_per_turnover_proxy_bps,locked_oos_return_per_turnover_proxy_bps,train_dominant_sample_gate_pass,execution_efficiency_proxy_gate_pass,paper_candidate_gate_pass,decision,ready_for_paper,ready_for_real,real_money_execution,locked_oos_liquidation_count,locked_oos_account_wipeout_count,rejection_reasons
83,divtd_hysteresis_trend_4h_dogeusdt_long_short_lb6_e0p01_x0p0_4p0x_0p1_60cb6fd0,stateful_momentum_hysteresis,DOGEUSDT,4h,long_short,6,0.01,0.0,0,4.0,0.1,0.4,0.2018109499375862,0.12326267705207417,0.0,0.21094924762134448,0.08048517160423929,0.0,0.7099528316455097,2.3421553687498537,0.0,416,77,0,1836,311,0,1.6372429575931418,0.07854827288551203,12.128061895287631,40.020349692231875,,False,False,False,no_promotion_shadow_or_reject,False,False,False,0,0,locked_oos_trade_event_count_0_below_20;locked_oos_return_not_positive;locked_oos_return_per_turnover_proxy_bps_missing_not_above_10.000
84,divtd_debounced_hysteresis_trend_1h_xrpusdt_short_only_lb6_e0p02_x0p005_hold24_3p0x_0p15_22d423db,debounced_momentum_hysteresis,XRPUSDT,1h,short_only,6,0.02,0.005,24,3.0,0.15,0.44999999999999996,0.2550619387481443,0.13531484656602566,0.0,0.1465704198015111,0.11226448450890192,0.0,0.948509903553548,2.9629445245040884,0.0,295,59,0,3729,798,0,1.8849516163305047,0.11974709218211865,19.21370536709185,50.96604390434112,,False,False,False,no_promotion_shadow_or_reject,False,False,False,0,0,locked_oos_trade_event_count_0_below_20;locked_oos_return_not_positive;locked_oos_return_per_turnover_proxy_bps_missing_not_above_10.000
85,divtd_debounced_hysteresis_trend_1h_ethusdt_long_short_lb6_e0p02_x0p005_hold6_4p0x_0p1_3a40368c,debounced_momentum_hysteresis,ETHUSDT,1h,long_short,6,0.02,0.005,6,4.0,0.1,0.4,0.18741523482877787,0.10898823588568463,0.0013486003456022466,0.16423212981567847,0.04654289185432736,0.02913510925743079,0.9356238461688475,2.289016518073464,0.1584222369165717,810,197,61,3247,753,211,1.7195914155850143,0.07842699894309324,5.7844208280487,13.830994401736625,0.5527050596730518,True,False,False,train_dominant_shadow_until_execution_efficiency,False,False,False,0,0,train_return_per_turnover_proxy_bps_5.784_not_above_10.000;locked_oos_return_per_turnover_proxy_bps_0.553_not_above_10.000
86,divtd_debounced_hysteresis_trend_2h_solusdt_short_only_lb6_e0p02_x0p005_hold24_4p0x_0p1_35dd4b19,debounced_momentum_hysteresis,SOLUSDT,2h,short_only,6,0.02,0.005,24,4.0,0.1,0.4,0.27154104613196584,0.119437313088669,-0.018617505930174638,0.23598246836414527,0.07402446847864408,0.0797956128115277,1.0087575793815742,2.078683935096148,-0.9370248154877668,200,49,22,2611,644,268,2.2735026359005297,0.15210373304329683,33.942630766495725,60.937404637076014,-21.156256738834816,False,False,False,no_promotion_shadow_or_reject,False,False,False,0,0,locked_oos_return_not_positive;locked_oos_return_per_turnover_proxy_bps_-21.156_not_above_10.000
87,divtd_debounced_hysteresis_trend_1h_ethusdt_long_only_lb6_e0p02_x0p005_hold12_4p0x_0p1_70bb66cb,debounced_momentum_hysteresis,ETHUSDT,1h,long_only,6,0.02,0.005,12,4.0,0.1,0.4,0.15225601100260944,0.1021391668996472,0.0005450452172779396,0.13444507890992718,0.028642532062676862,0.03281393780728736,0.948624923535032,2.9637070233106573,0.09241792474134836,362,75,28,2504,491,182,1.4906721449197111,0.050116844102962244,10.514917886920541,34.04638896654907,0.4866475154267318,True,False,False,train_dominant_shadow_until_execution_efficiency,False,False,False,0,0,locked_oos_return_per_turnover_proxy_bps_0.487_not_above_10.000
88,divtd_funding_carry_momentum_1h_dogeusdt_lb24_2e-05_4p0x_0p1_24b136b6,funding_carry_momentum,DOGEUSDT,1h,long_short,24,2e-05,0.0,0,4.0,0.1,0.4,0.31368435860611954,0.10565710833632491,0.0,0.14701719658669032,0.03952280269043862,0.0,1.2535373269839538,3.331425441929721,0.0,560,98,0,3082,494,0,2.9688902483267645,0.20802725026979463,14.003766009201765,26.95334396334819,,False,False,False,no_promotion_shadow_or_reject,False,False,False,0,0,locked_oos_trade_event_count_0_below_20;locked_oos_return_not_positive;locked_oos_return_per_turnover_proxy_bps_missing_not_above_10.000
89,divtd_debounced_hysteresis_trend_4h_dogeusdt_long_short_lb6_e0p02_x0p005_hold6_3p0x_0p1_0fb4a5ed,debounced_momentum_hysteresis,DOGEUSDT,4h,long_short,6,0.02,0.005,6,3.0,0.1,0.30000000000000004,0.17497842843320166,0.11312448646954043,0.0,0.15286410027211916,0.05988997948108998,0.0,0.7680499400119245,2.8855991673324697,0.0,333,61,0,1714,285,0,1.5467776596742018,0.06185394196366123,17.515358201521686,61.81665927297289,,False,False,False,no_promotion_shadow_or_reject,False,False,False,0,0,locked_oos_trade_event_count_0_below_20;locked_oos_return_not_positive;locked_oos_return_per_turnover_proxy_bps_missing_not_above_10.000
90,divtd_debounced_hysteresis_trend_12h_ethusdt_long_short_lb6_e0p02_x0p005_hold24_3p0x_0p1_bebe7396,debounced_momentum_hysteresis,ETHUSDT,12h,long_short,6,0.02,0.005,24,3.0,0.1,0.30000000000000004,0.23172457182385608,0.12122739797214765,-0.043006574747755266,0.16979542209487197,0.08310738683804964,0.07460350054875575,1.0416644217970954,2.459132371729956,-2.3106743470107194,35,10,8,668,166,86,1.9114868066135964,0.11049717385170843,220.69006840367246,404.0913265738254,-179.19406144898025,False,False,False,no_promotion_shadow_or_reject,False,False,False,0,0,train_trade_event_count_35_below_80;validation_trade_event_count_10_below_30;locked_oos_trade_event_count_8_below_20;locked_oos_return_not_positive;locked_oos_return_per_turnover_proxy_bps_-179.194_not_above_10.000
91,divtd_debounced_hysteresis_trend_1h_xrpusdt_long_short_lb6_e0p02_x0p005_hold24_2p0x_0p1_7affedfe,debounced_momentum_hysteresis,XRPUSDT,1h,long_short,6,0.02,0.005,24,2.0,0.1,0.2,0.14384202130543255,0.10289214478652808,0.0,0.1221968147630541,0.03572138871523656,0.0,0.9743112556678464,4.02118157150122,0.0,426,81,0,5756,1158,0,1.3979883654273493,0.04094987651890447,16.88286635040288,63.51366962131364,,False,False,False,no_promotion_shadow_or_reject,False,False,False,0,0,locked_oos_trade_event_count_0_below_20;locked_oos_return_not_positive;locked_oos_return_per_turnover_proxy_bps_missing_not_above_10.000
92,divtd_debounced_hysteresis_trend_2h_solusdt_long_short_lb6_e0p02_x0p005_hold24_4p0x_0p1_37f3e2a8,debounced_momentum_hysteresis,SOLUSDT,2h,long_short,6,0.02,0.005,24,4.0,0.1,0.4,0.8020589472478743,0.12440961889588209,-0.07896773777211763,0.2262151537421614,0.09221640065214942,0.11717635984699581,2.0294528914992256,1.8793561395129141,-3.5812682913453306,251,57,28,3735,878,386,6.446920699267749,0.6776493283519922,79.88634932747752,54.5656223227553,-70.50690872510502,False,False,False,no_promotion_shadow_or_reject,False,False,False,0,0,locked_oos_return_not_positive;locked_oos_return_per_turnover_proxy_bps_-70.507_not_above_10.000
93,divtd_funding_carry_momentum_4h_dogeusdt_lb6_2e-05_2p0x_0p1_259602fd,funding_carry_momentum,DOGEUSDT,4h,long_short,6,2e-05,0.0,0,2.0,0.1,0.2,0.22228827051126832,0.09758344346270675,0.0,0.06344308064350324,0.022763761529272175,0.0,1.7551187621792848,5.433300269688919,0.0,362,58,0,795,139,0,2.2779301756882533,0.12470482704856156,30.702799794374076,84.12365815750582,,False,False,False,no_promotion_shadow_or_reject,False,False,False,0,0,locked_oos_trade_event_count_0_below_20;locked_oos_return_not_positive;locked_oos_return_per_turnover_proxy_bps_missing_not_above_10.000
94,divtd_funding_carry_momentum_1h_xrpusdt_lb12_2e-05_3p0x_0p1_18dcce70,funding_carry_momentum,XRPUSDT,1h,long_short,12,2e-05,0.0,0,3.0,0.1,0.30000000000000004,0.16705134340057204,0.10445809159078534,0.0,0.10906109292536825,0.04104877277536967,0.0,0.9872490573011539,3.562054454923657,0.0,845,166,0,3432,639,0,1.599218795371026,0.0625932518097867,6.589796583848996,20.97552039975609,,False,False,False,no_promotion_shadow_or_reject,False,False,False,0,0,locked_oos_trade_event_count_0_below_20;locked_oos_return_not_positive;train_return_per_turnover_proxy_bps_6.590_not_above_10.000;locked_oos_return_per_turnover_proxy_bps_missing_not_above_10.000
95,divtd_debounced_hysteresis_trend_12h_xrpusdt_long_short_lb12_e0p02_x0p005_hold24_4p0x_0p1_5ff2ff73,debounced_momentum_hysteresis,XRPUSDT,12h,long_short,12,0.02,0.005,24,4.0,0.1,0.4,0.14140721278677115,0.19339431322392775,0.0,0.25510050577451593,0.08669459775808741,0.0,0.5671082432904363,3.2542618342745246,0.0,36,8,0,687,122,0,0.7311859921291394,-0.0519871004371566,98.19945332414663,604.3572288247742,,False,False,False,no_promotion_shadow_or_reject,False,False,False,0,0,train_trade_event_count_36_below_80;validation_trade_event_count_8_below_30;locked_oos_trade_event_count_0_below_20;train_return_0.1414_below_validation_return_0.1934;train_validation_return_ratio_0.7312_below_1.00;locked_oos_return_not_positive;locked_oos_return_per_turnover_proxy_bps_missing_not_above_10.000
96,divtd_debounced_hysteresis_trend_12h_xrpusdt_long_short_lb12_e0p02_x0p005_hold24_3p0x_0p15_bfe83875,debounced_momentum_hysteresis,XRPUSDT,12h,long_short,12,0.02,0.005,24,3.0,0.15,0.44999999999999996,0.151310487854039,0.2184972531160454,0.0,0.2844412402373512,0.09755015043329185,0.0,0.5671082432904363,3.2542618342745238,0.0,36,8,0,687,122,0,0.6925052177826554,-0.0671867652620064,93.40153571236976,606.9368142112372,,False,False,False,no_promotion_shadow_or_reject,False,False,False,0,0,train_trade_event_count_36_below_80;validation_trade_event_count_8_below_30;locked_oos_trade_event_count_0_below_20;train_return_0.1513_below_validation_return_0.2185;train_validation_return_ratio_0.6925_below_1.00;locked_oos_return_not_positive;locked_oos_return_per_turnover_proxy_bps_missing_not_above_10.000
97,divtd_funding_carry_momentum_2h_dogeusdt_lb24_2e-05_4p0x_0p1_70b4590b,funding_carry_momentum,DOGEUSDT,2h,long_short,24,2e-05,0.0,0,4.0,0.1,0.4,0.5425908383419182,0.10216520616022562,0.0,0.09214582622240008,0.03599812129868207,0.0,1.9335711855911926,3.4213406978796357,0.0,392,52,0,1520,217,0,5.3109161008393935,0.4404256321816926,34.604007547316215,49.117887577031546,,False,False,False,no_promotion_shadow_or_reject,False,False,False,0,0,locked_oos_trade_event_count_0_below_20;locked_oos_return_not_positive;locked_oos_return_per_turnover_proxy_bps_missing_not_above_10.000
98,divtd_funding_carry_momentum_2h_dogeusdt_lb6_2e-05_3p0x_0p1_f7dd9401,funding_carry_momentum,DOGEUSDT,2h,long_short,6,2e-05,0.0,0,3.0,0.1,0.30000000000000004,0.3104528643729836,0.10489080444368937,0.0,0.09889302041314607,0.04398544591315767,0.0,1.5144691610212813,3.8089794318793695,0.0,643,108,0,1726,307,0,2.9597719840126713,0.20556205992929422,16.093979490564205,32.37370507521276,,False,False,False,no_promotion_shadow_or_reject,False,False,False,0,0,locked_oos_trade_event_count_0_below_20;locked_oos_return_not_positive;locked_oos_return_per_turnover_proxy_bps_missing_not_above_10.000
99,divtd_debounced_hysteresis_trend_2h_dogeusdt_short_only_lb6_e0p02_x0p005_hold24_2p0x_0p1_ec97fc87,debounced_momentum_hysteresis,DOGEUSDT,2h,short_only,6,0.02,0.005,24,2.0,0.1,0.2,0.2171965321769347,0.09674174252801948,0.0,0.09360375228030116,0.02358486452186548,0.0,1.3781217338818499,4.4605425527960145,0.0,209,37,0,2770,458,0,2.245117014654017,0.1204547896489152,51.96089286529537,130.73208449732363,,False,False,False,no_promotion_shadow_or_reject,False,False,False,0,0,locked_oos_trade_event_count_0_below_20;locked_oos_return_not_positive;locked_oos_return_per_turnover_proxy_bps_missing_not_above_10.000
100,divtd_debounced_hysteresis_trend_1h_solusdt_short_only_lb6_e0p02_x0p005_hold24_4p0x_0p1_2a0f1457,debounced_momentum_hysteresis,SOLUSDT,1h,short_only,6,0.02,0.005,24,4.0,0.1,0.4,0.39891595699264637,0.10886459288061223,-0.00038990951667583484,0.1296056323078535,0.05813902293411799,0.05026568390688557,1.4408605693685272,2.0299515304230944,0.02490816716479132,326,82,28,4242,1050,344,3.664331500602062,0.29005136411203414,30.5917144933011,33.19042465872324,-0.34813349703199536,False,False,False,no_promotion_shadow_or_reject,False,False,False,0,0,locked_oos_return_not_positive;locked_oos_return_per_turnover_proxy_bps_-0.348_not_above_10.000
101,divtd_debounced_hysteresis_trend_1h_ethusdt_short_only_lb6_e0p02_x0p005_hold12_4p0x_0p1_f5347b0e,debounced_momentum_hysteresis,ETHUSDT,1h,short_only,6,0.02,0.005,12,4.0,0.1,0.4,0.1756877580638052,0.10371622974865091,0.007951442799395414,0.13888910840097335,0.04530250408757053,0.013064623511563789,0.9790461035803317,2.4024751154012387,0.8954132482322633,362,92,30,2422,626,200,1.693927348589245,0.0719715283151543,12.133132462969971,28.183758083872526,6.626202332829512,True,False,False,train_dominant_shadow_until_execution_efficiency,False,False,False,0,0,locked_oos_return_per_turnover_proxy_bps_6.626_not_above_10.000
102,divtd_debounced_hysteresis_trend_6h_dogeusdt_short_only_lb6_e0p04_x0p01_hold24_3p0x_0p15_da5ed250,debounced_momentum_hysteresis,DOGEUSDT,6h,short_only,6,0.04,0.01,24,3.0,0.15,0.44999999999999996,0.15081130604563442,0.11497799991896107,0.0,0.30076216412018253,0.07876342323025642,0.0,0.5838476322889763,2.158895786203937,0.0,71,13,0,957,174,0,1.3116535872247683,0.03583330612667335,47.20228671224865,196.54358960506167,,False,False,False,no_promotion_shadow_or_reject,False,False,False,0,0,train_trade_event_count_71_below_80;validation_trade_event_count_13_below_30;locked_oos_trade_event_count_0_below_20;locked_oos_return_not_positive;locked_oos_return_per_turnover_proxy_bps_missing_not_above_10.000
103,divtd_funding_carry_momentum_1h_dogeusdt_lb6_2e-05_2p0x_0p1_bb6c6a3c,funding_carry_momentum,DOGEUSDT,1h,long_short,6,2e-05,0.0,0,2.0,0.1,0.2,0.20396498078728809,0.09177527653380113,0.0,0.09444625366145298,0.018993570785885372,0.0,1.6057466505336155,5.437422065406868,0.0,1134,176,0,3304,547,0,2.222439294009287,0.11218970425348695,8.993164937711114,26.072521742557136,,False,False,False,no_promotion_shadow_or_reject,False,False,False,0,0,locked_oos_trade_event_count_0_below_20;locked_oos_return_not_positive;train_return_per_turnover_proxy_bps_8.993_not_above_10.000;locked_oos_return_per_turnover_proxy_bps_missing_not_above_10.000
104,divtd_hysteresis_trend_2h_xrpusdt_short_only_lb6_e0p01_x0p0_4p0x_0p15_173a7e89,stateful_momentum_hysteresis,XRPUSDT,2h,short_only,6,0.01,0.0,0,4.0,0.15,0.6,0.37502504717579477,0.12969438227951757,0.0,0.2016268992805912,0.11892312248390491,0.0,1.1252604759888514,2.1198695767206788,0.0,463,86,0,1635,340,0,2.8916059476465223,0.2453306648962772,13.499821712591604,25.13457020920883,,False,False,False,no_promotion_shadow_or_reject,False,False,False,0,0,locked_oos_trade_event_count_0_below_20;locked_oos_return_not_positive;locked_oos_return_per_turnover_proxy_bps_missing_not_above_10.000
105,divtd_hysteresis_trend_2h_dogeusdt_long_only_lb6_e0p02_x0p005_4p0x_0p15_a36e288f,stateful_momentum_hysteresis,DOGEUSDT,2h,long_only,6,0.02,0.005,0,4.0,0.15,0.6,0.13631976018668923,0.12048105972241352,0.0,0.19300613287223878,0.09539192073361513,0.0,0.5716457423044212,2.4735193211288644,0.0,430,52,0,1267,163,0,1.131462160946856,0.015838700464275712,5.283711635142993,38.61572427000433,,False,False,False,no_promotion_shadow_or_reject,False,False,False,0,0,locked_oos_trade_event_count_0_below_20;locked_oos_return_not_positive;train_return_per_turnover_proxy_bps_5.284_not_above_10.000;locked_oos_return_per_turnover_proxy_bps_missing_not_above_10.000
106,divtd_funding_carry_momentum_1h_dogeusdt_lb12_5e-05_4p0x_0p1_53e22434,funding_carry_momentum,DOGEUSDT,1h,long_short,12,5e-05,0.0,0,4.0,0.1,0.4,0.26382530598121123,0.10471726607922949,0.0,0.11895869525528502,0.054072502530163935,0.0,1.1691279070525267,3.563092881672485,0.0,608,97,0,2598,392,0,2.519405976294301,0.15910803990198175,10.848080015674803,26.988986102894195,,False,False,False,no_promotion_shadow_or_reject,False,False,False,0,0,locked_oos_trade_event_count_0_below_20;locked_oos_return_not_positive;locked_oos_return_per_turnover_proxy_bps_missing_not_above_10.000
107,divtd_funding_carry_momentum_2h_xrpusdt_lb6_2e-05_3p0x_0p1_4898604c,funding_carry_momentum,XRPUSDT,2h,long_short,6,2e-05,0.0,0,3.0,0.1,0.30000000000000004,0.2920645149565304,0.0980698758282863,0.0,0.10250605942511914,0.03764336824611547,0.0,1.5332962910421868,3.0682625396220633,0.0,658,137,0,1741,322,0,2.978126692725864,0.1939946391282441,14.795568133562835,23.861283656517344,,False,False,False,no_promotion_shadow_or_reject,False,False,False,0,0,locked_oos_trade_event_count_0_below_20;locked_oos_return_not_positive;locked_oos_return_per_turnover_proxy_bps_missing_not_above_10.000
108,divtd_funding_carry_momentum_4h_dogeusdt_lb24_2e-05_3p0x_0p1_2dcc53f2,funding_carry_momentum,DOGEUSDT,4h,long_short,24,2e-05,0.0,0,3.0,0.1,0.30000000000000004,0.3241556083398054,0.09304595547933414,0.0,0.109581038324709,0.02605582200726886,0.0,1.6796552291612559,4.231311405480144,0.0,283,43,0,893,114,0,3.4838226623595863,0.23110965286047125,38.18087259597237,72.12864765839855,,False,False,False,no_promotion_shadow_or_reject,False,False,False,0,0,locked_oos_trade_event_count_0_below_20;locked_oos_return_not_positive;locked_oos_return_per_turnover_proxy_bps_missing_not_above_10.000
109,divtd_debounced_hysteresis_trend_1h_dogeusdt_short_only_lb12_e0p02_x0p005_hold24_3p0x_0p15_402752e1,debounced_momentum_hysteresis,DOGEUSDT,1h,short_only,12,0.02,0.005,24,3.0,0.15,0.44999999999999996,0.16563204398456355,0.1052811324022509,0.0,0.2846710744965153,0.059174830979431214,0.0,0.6391101348291177,2.283504984185797,0.0,331,63,0,4583,856,0,1.5732357755397999,0.06035091158231265,11.119976098325852,37.13620190555588,,False,False,False,no_promotion_shadow_or_reject,False,False,False,0,0,locked_oos_trade_event_count_0_below_20;locked_oos_return_not_positive;locked_oos_return_per_turnover_proxy_bps_missing_not_above_10.000
110,divtd_funding_carry_momentum_1h_dogeusdt_lb6_5e-05_3p0x_0p1_0e58126e,funding_carry_momentum,DOGEUSDT,1h,long_short,6,5e-05,0.0,0,3.0,0.1,0.30000000000000004,0.22200676471768221,0.09419216161498656,0.0,0.09777652505841705,0.03166994002425316,0.0,1.4387777245815896,4.201714719303502,0.0,821,128,0,2446,389,0,2.356955832749034,0.12781460310269566,9.013672948342759,24.529208753902747,,False,False,False,no_promotion_shadow_or_reject,False,False,False,0,0,locked_oos_trade_event_count_0_below_20;locked_oos_return_not_positive;train_return_per_turnover_proxy_bps_9.014_not_above_10.000;locked_oos_return_per_turnover_proxy_bps_missing_not_above_10.000
111,divtd_debounced_hysteresis_trend_1h_solusdt_long_short_lb6_e0p02_x0p005_hold12_2p0x_0p1_772cb756,debounced_momentum_hysteresis,SOLUSDT,1h,long_short,6,0.02,0.005,12,2.0,0.1,0.2,0.13085245580910265,0.09311497773305799,-0.027796814636709133,0.1300342590277419,0.028992146544525532,0.03272984643220467,0.920466697382408,3.1210059603183717,-3.458583134030848,701,156,63,5230,1131,399,1.405278280624525,0.03773747807604466,9.333270742446693,29.844544145210893,-22.060963997388196,False,False,False,no_promotion_shadow_or_reject,False,False,False,0,0,locked_oos_return_not_positive;train_return_per_turnover_proxy_bps_9.333_not_above_10.000;locked_oos_return_per_turnover_proxy_bps_-22.061_not_above_10.000
112,divtd_funding_carry_momentum_2h_dogeusdt_lb12_2e-05_3p0x_0p1_2c8b65d9,funding_carry_momentum,DOGEUSDT,2h,long_short,12,2e-05,0.0,0,3.0,0.1,0.30000000000000004,0.2693495821114169,0.09514740959136203,0.0,0.11650176261191336,0.03449279227676405,0.0,1.3978914756828533,3.7154384865697256,0.0,450,74,0,1557,261,0,2.830866160920369,0.17420217252005488,19.951820897141992,42.85919350962253,,False,False,False,no_promotion_shadow_or_reject,False,False,False,0,0,locked_oos_trade_event_count_0_below_20;locked_oos_return_not_positive;locked_oos_return_per_turnover_proxy_bps_missing_not_above_10.000
113,divtd_debounced_hysteresis_trend_1h_xrpusdt_short_only_lb6_e0p02_x0p005_hold24_4p0x_0p1_4462c78e,debounced_momentum_hysteresis,XRPUSDT,1h,short_only,6,0.02,0.005,24,4.0,0.1,0.4,0.22853739532139894,0.12003464743241232,0.0,0.13053861950000378,0.10027460305933611,0.0,0.9485099035535486,2.9629445245040893,0.0,295,59,0,3729,798,0,1.9039285757062856,0.10850274788898662,19.367575874694825,50.862138742547586,,False,False,False,no_promotion_shadow_or_reject,False,False,False,0,0,locked_oos_trade_event_count_0_below_20;locked_oos_return_not_positive;locked_oos_return_per_turnover_proxy_bps_missing_not_above_10.000
114,divtd_debounced_hysteresis_trend_6h_xrpusdt_long_short_lb6_e0p02_x0p005_hold12_3p0x_0p1_02b1d88b,debounced_momentum_hysteresis,XRPUSDT,6h,long_short,6,0.02,0.005,12,3.0,0.1,0.30000000000000004,0.12569429369422536,0.11668878837973051,0.0,0.11647076649443033,0.09284462141913252,0.0,0.6220930020590922,2.6760644991462406,0.0,150,23,0,1217,215,0,1.0771754119615073,0.009005505314494844,27.932065265383407,169.11418605758044,,False,False,False,no_promotion_shadow_or_reject,False,False,False,0,0,validation_trade_event_count_23_below_30;locked_oos_trade_event_count_0_below_20;locked_oos_return_not_positive;locked_oos_return_per_turnover_proxy_bps_missing_not_above_10.000
115,divtd_funding_carry_momentum_2h_dogeusdt_lb12_5e-05_4p0x_0p1_16179f77,funding_carry_momentum,DOGEUSDT,2h,long_short,12,5e-05,0.0,0,4.0,0.1,0.4,0.29532555349868694,0.0955121790194946,0.0,0.13180845388039975,0.037264137303712586,0.0,1.3416547737580582,3.2211327202214703,0.0,333,44,0,1215,150,0,3.092019850561772,0.19981337447919234,22.17158810050202,54.268283533803746,,False,False,False,no_promotion_shadow_or_reject,False,False,False,0,0,locked_oos_trade_event_count_0_below_20;locked_oos_return_not_positive;locked_oos_return_per_turnover_proxy_bps_missing_not_above_10.000
116,divtd_hysteresis_trend_2h_dogeusdt_long_short_lb12_e0p01_x0p0_4p0x_0p15_0aa36cbc,stateful_momentum_hysteresis,DOGEUSDT,2h,long_short,12,0.01,0.0,0,4.0,0.15,0.6,0.20072731596814242,0.12293452464984189,0.0,0.41460294719101476,0.10965495608912179,0.0,0.6086609683736449,1.6625891240800945,0.0,566,97,0,3881,685,0,1.6327985693187497,0.07779279131830052,5.910698350063087,21.12277055839208,,False,False,False,no_promotion_shadow_or_reject,False,False,False,0,0,locked_oos_trade_event_count_0_below_20;locked_oos_return_not_positive;train_return_per_turnover_proxy_bps_5.911_not_above_10.000;locked_oos_return_per_turnover_proxy_bps_missing_not_above_10.000
117,divtd_funding_carry_momentum_4h_dogeusdt_lb6_5e-05_3p0x_0p1_8c473e56,funding_carry_momentum,DOGEUSDT,4h,long_short,6,5e-05,0.0,0,3.0,0.1,0.30000000000000004,0.1979514289126565,0.09226799426201415,0.0,0.13512954554219847,0.030097151436368264,0.0,1.2361032079632581,3.8978763191227204,0.0,273,38,0,613,81,0,2.145396467062373,0.10568343465064234,24.169893640128997,80.93683707194222,,False,False,False,no_promotion_shadow_or_reject,False,False,False,0,0,locked_oos_trade_event_count_0_below_20;locked_oos_return_not_positive;locked_oos_return_per_turnover_proxy_bps_missing_not_above_10.000
118,divtd_debounced_hysteresis_trend_12h_xrpusdt_long_short_lb12_e0p02_x0p005_hold24_3p0x_0p1_d3c758a6,debounced_momentum_hysteresis,XRPUSDT,12h,long_short,12,0.02,0.005,24,3.0,0.1,0.30000000000000004,0.11590324986353262,0.14375092651958288,0.0,0.19461629935894098,0.06498183683002945,0.0,0.5671082432904365,3.254261834274524,0.0,36,8,0,687,122,0,0.8062782805628969,-0.027847676656050258,107.31782394771538,598.9621938315952,,False,False,False,no_promotion_shadow_or_reject,False,False,False,0,0,train_trade_event_count_36_below_80;validation_trade_event_count_8_below_30;locked_oos_trade_event_count_0_below_20;train_return_0.1159_below_validation_return_0.1438;train_validation_return_ratio_0.8063_below_1.00;locked_oos_return_not_positive;locked_oos_return_per_turnover_proxy_bps_missing_not_above_10.000
119,divtd_debounced_hysteresis_trend_1h_xrpusdt_long_short_lb12_e0p02_x0p005_hold6_3p0x_0p15_8364934d,debounced_momentum_hysteresis,XRPUSDT,1h,long_short,12,0.02,0.005,6,3.0,0.15,0.44999999999999996,0.44051196716326513,0.12137516658166025,0.0,0.16693339065250656,0.10798701599038396,0.0,1.2962807398377927,2.3001385150214104,0.0,770,149,0,4921,922,0,3.6293418132356767,0.3191368005816049,12.713188085519919,18.102187409643587,,False,False,False,no_promotion_shadow_or_reject,False,False,False,0,0,locked_oos_trade_event_count_0_below_20;locked_oos_return_not_positive;locked_oos_return_per_turnover_proxy_bps_missing_not_above_10.000
120,divtd_debounced_hysteresis_trend_1h_dogeusdt_long_short_lb12_e0p02_x0p005_hold12_2p0x_0p1_fff5a651,debounced_momentum_hysteresis,DOGEUSDT,1h,long_short,12,0.02,0.005,12,2.0,0.1,0.2,0.17158247663712145,0.09033596239981456,0.0,0.08683179038487399,0.028813069988907758,0.0,1.0146247039949086,3.5162913949429906,0.0,721,116,0,6471,1054,0,1.8993817310289005,0.08124651423730689,11.898923483850307,38.93791482750627,,False,False,False,no_promotion_shadow_or_reject,False,False,False,0,0,locked_oos_trade_event_count_0_below_20;locked_oos_return_not_positive;locked_oos_return_per_turnover_proxy_bps_missing_not_above_10.000
121,divtd_debounced_hysteresis_trend_1h_solusdt_long_short_lb12_e0p02_x0p005_hold24_4p0x_0p1_03ec56b8,debounced_momentum_hysteresis,SOLUSDT,1h,long_short,12,0.02,0.005,24,4.0,0.1,0.4,0.12029438710554996,0.15693362910757624,-0.0646426260637345,0.24566371350087823,0.07505613448740034,0.09914345078445641,0.51405555287845,2.3677371707793,-3.2535753176890387,449,115,43,6982,1656,605,0.766530333808119,-0.036639242002026284,6.697905740843538,34.11600632773396,-37.582922130078195,False,False,False,no_promotion_shadow_or_reject,False,False,False,0,0,train_return_0.1203_below_validation_return_0.1569;train_validation_return_ratio_0.7665_below_1.00;locked_oos_return_not_positive;train_return_per_turnover_proxy_bps_6.698_not_above_10.000;locked_oos_return_per_turnover_proxy_bps_-37.583_not_above_10.000
